FileType,RowId,ActivityId,Time,LatitudeDegrees,LongitudeDegrees,DistanceMeters,AltitudeMeters,Speed,HeartRate,Cadence,Watts,Temperature
fit,28,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:34,50.86091545410454,0.5895241443067789,0.18777000000000002,103.20000000000005,26.737199999999998,103.0,77.0,117,14
fit,29,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:35,50.86084404028952,0.5895189475268126,0.19552,103.20000000000005,27.8928,103.0,80.0,81,14
fit,30,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:36,50.860772458836436,0.5895075481384993,0.20324,103.79999999999995,27.7956,104.0,81.0,82,14
fit,31,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:37,50.86070230230689,0.5894854199141264,0.21104,104.60000000000002,28.098,104.0,81.0,40,14
fit,32,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:38,50.86063273251057,0.589453736320138,0.21878999999999998,104.39999999999998,27.8928,105.0,36.0,40,14
fit,33,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:39,50.86056441999972,0.589413670822978,0.22677,104.60000000000002,28.7244,105.0,49.0,39,14
fit,34,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:40,50.860498705878854,0.5893646366894245,0.23487,104.0,29.1564,114.0,52.0,74,14
fit,35,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:41,50.860432824119925,0.5893088970333338,0.24303,103.79999999999995,29.3796,114.0,56.0,119,14
fit,36,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:42,50.86036417633295,0.5892533250153065,0.25186000000000003,103.0,31.7988,114.0,56.0,190,14
fit,37,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:43,50.86029142141342,0.589197501540184,0.26073,102.0,31.9284,114.0,60.0,190,14
fit,38,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:44,50.86021950468421,0.5891342181712389,0.26986,101.79999999999995,32.8788,116.0,65.0,225,14
fit,39,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:45,50.86014926433563,0.5890624690800905,0.27904,102.0,33.019200000000005,115.0,67.0,129,14
fit,40,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:46,50.86007885634899,0.588988708332181,0.28829000000000005,101.79999999999995,33.303599999999996,115.0,65.0,168,14
fit,41,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:47,50.86000844836235,0.5889146961271763,0.29769999999999996,101.20000000000005,33.8904,114.0,65.0,137,13
fit,42,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:48,50.85993653163314,0.5888400971889496,0.30724,100.60000000000002,34.3404,113.0,67.0,137,13
fit,43,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:49,50.85986285470426,0.5887618940323591,0.31709,100.39999999999998,35.442,113.0,66.0,165,13
fit,44,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:50,50.859784903004766,0.5886833555996418,0.32731,100.39999999999998,36.792,112.0,71.0,162,13
fit,45,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:51,50.85970250889659,0.5886064097285271,0.33767,100.20000000000005,37.3284,113.0,74.0,139,13
fit,46,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:52,50.859618186950684,0.5885271169245243,0.34868,99.60000000000002,39.6252,113.0,75.0,124,13
fit,47,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:53,50.85953143425286,0.5884455610066652,0.3598,99.20000000000005,40.0356,113.0,77.0,114,13
fit,48,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:54,50.85944216698408,0.5883636698126793,0.37128,99.39999999999998,41.3208,114.0,79.0,206,13
fit,49,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:55,50.85935122333467,0.588289825245738,0.3827,100.39999999999998,41.1012,114.0,84.0,122,13
fit,50,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:56,50.85925533436239,0.5882260389626026,0.39411,101.79999999999995,41.1012,116.0,83.0,76,13
fit,51,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:57,50.85915911011398,0.5881686229258776,0.40558999999999995,101.39999999999998,41.3208,116.0,83.0,0,13
fit,52,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:58,50.859061377123,0.5881205946207047,0.41695,100.0,40.8816,117.0,83.0,0,13
fit,53,_garminoriginalfilewithstagespowermeter,2020/02/01 08:37:59,50.858967415988445,0.5880817025899887,0.42760000000000004,97.79999999999995,38.3472,118.0,0.0,0,13
fit,54,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:00,50.85887672379613,0.5880416370928288,0.43797,96.0,37.3284,117.0,0.0,0,13
fit,55,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:01,50.85878578014672,0.5879931058734655,0.44856999999999997,94.39999999999998,38.156400000000005,116.0,0.0,0,13
fit,56,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:02,50.85869307629764,0.5879408027976751,0.45943,92.20000000000005,39.1212,115.0,30.0,21,13
fit,57,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:03,50.85859735496342,0.5878905113786459,0.47056,92.0,40.0356,115.0,80.0,135,13
fit,58,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:04,50.85849761031568,0.5878381244838238,0.48197,92.20000000000005,41.1012,115.0,77.0,216,13
fit,59,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:05,50.85839887149632,0.5877905990928411,0.49324,92.0,40.5612,115.0,81.0,113,13
fit,60,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:06,50.858308766037226,0.5877434089779854,0.50397,90.79999999999995,38.6352,114.0,81.0,0,13
fit,61,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:07,50.85822402499616,0.5876975599676371,0.51405,88.60000000000002,36.2772,113.0,81.0,0,13
fit,62,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:08,50.85814531892538,0.5876514595001936,0.52363,88.0,34.495200000000004,113.0,0.0,0,13
fit,63,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:09,50.85807457566261,0.5875941272825003,0.53265,87.20000000000005,32.464800000000004,113.0,0.0,0,13
fit,64,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:10,50.85802151821554,0.5875156726688147,0.54103,87.0,30.1824,111.0,0.0,0,13
fit,65,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:11,50.85798597894609,0.5874189455062151,0.5490700000000001,86.39999999999998,28.9404,110.0,0.0,0,13
fit,66,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:12,50.85796502418816,0.5873068794608116,0.55723,86.0,29.3796,107.0,0.0,0,13
fit,67,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:13,50.85795463062823,0.5871862638741732,0.56599,85.39999999999998,31.536,104.0,26.0,29,13
fit,68,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:14,50.857952451333404,0.5870598647743464,0.57501,85.39999999999998,32.464800000000004,104.0,64.0,138,13
fit,69,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:15,50.85795513354242,0.5869279336184263,0.5842200000000001,85.0,33.1632,104.0,64.0,146,13
fit,70,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:16,50.85795706138015,0.5867921467870474,0.59364,84.79999999999995,33.8904,104.0,65.0,146,13
fit,71,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:17,50.857959827408195,0.5866495706140995,0.60339,84.20000000000005,35.1216,104.0,68.0,92,13
fit,72,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:18,50.85796385072172,0.5865066591650248,0.61297,83.39999999999998,34.495200000000004,103.0,68.0,0,13
fit,73,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:19,50.85796435363591,0.5863703694194555,0.6223500000000001,82.0,33.742799999999995,103.0,68.0,0,13
fit,74,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:20,50.85796368308365,0.5862396117299795,0.6315599999999999,81.39999999999998,33.1632,103.0,0.0,0,13
fit,75,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:21,50.857967622578144,0.586117822676897,0.64018,80.20000000000005,31.031999999999996,102.0,0.0,0,13
fit,76,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:22,50.85798111744225,0.5860096123069525,0.64816,80.0,28.7244,102.0,0.0,0,13
fit,77,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:23,50.85800911299884,0.58590785600245,0.65596,79.0,28.098,102.0,0.0,0,13
fit,78,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:24,50.85805060341954,0.5858112964779139,0.66438,77.39999999999998,30.3012,102.0,20.0,0,13
fit,79,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:25,50.858102571219206,0.5857155751436949,0.67303,76.20000000000005,31.1544,105.0,54.0,45,13
fit,80,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:26,50.858152862638235,0.5856299959123135,0.68123,74.60000000000002,29.491200000000003,105.0,54.0,0,13
fit,81,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:27,50.85819711908698,0.5855439975857735,0.68889,73.60000000000002,27.594,105.0,54.0,0,13
fit,82,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:28,50.8582270424813,0.5854562390595675,0.69632,71.79999999999995,26.737199999999998,103.0,0.0,0,13
fit,83,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:29,50.858233915641904,0.5853539798408747,0.70369,70.79999999999995,26.553600000000003,100.0,0.0,0,13
fit,84,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:30,50.85821572691202,0.5852403212338686,0.71186,69.20000000000005,29.3796,96.0,0.0,0,13
fit,85,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:31,50.85817817598581,0.5851225554943085,0.7208,69.0,32.1948,94.0,0.0,0,13
fit,86,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:32,50.858129896223545,0.5850015208125114,0.73051,68.79999999999995,34.9632,92.0,62.0,110,13
fit,87,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:33,50.858074659481645,0.5848759599030018,0.74093,68.0,37.5084,91.0,69.0,138,13
fit,88,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:34,50.85801229812205,0.5847457051277161,0.7517699999999999,67.0,39.024,91.0,75.0,111,13
fit,89,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:35,50.85794331505895,0.5846160370856524,0.76301,66.20000000000005,40.4532,90.0,77.0,88,13
fit,90,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:36,50.85787173360586,0.584490392357111,0.77419,65.20000000000005,40.2444,90.0,77.0,0,13
fit,91,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:37,50.85779948160052,0.5843718722462654,0.7849400000000001,64.0,38.7288,90.0,77.0,0,13
fit,92,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:38,50.85772605612874,0.5842634942382574,0.7949700000000001,61.60000000000002,36.1044,90.0,0.0,0,13
fit,93,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:39,50.8576522115618,0.5841671023517847,0.8041799999999999,59.39999999999998,33.1632,90.0,0.0,0,13
fit,94,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:40,50.85757752880454,0.5840876419097185,0.81302,57.200000000000045,31.7988,90.0,23.0,0,13
fit,95,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:41,50.85750234313309,0.584030644968152,0.8216,57.0,30.906000000000002,90.0,23.0,0,13
fit,96,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:42,50.857424307614565,0.5839988775551319,0.83036,56.0,31.536,90.0,23.0,0,13
fit,97,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:43,50.85734778083861,0.5840045772492886,0.83912,55.799999999999955,31.536,90.0,0.0,0,13
fit,98,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:44,50.8572705835104,0.5840242747217417,0.84757,54.60000000000002,30.419999999999998,89.0,61.0,198,13
fit,99,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:45,50.857195649296045,0.584052437916398,0.85589,55.39999999999998,29.948400000000003,89.0,61.0,217,13
fit,100,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:46,50.857126750051975,0.5840912461280823,0.86424,55.799999999999955,30.063600000000005,90.0,61.0,200,13
fit,101,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:47,50.85705776698887,0.584122845903039,0.8717999999999999,56.799999999999955,27.2052,92.0,57.0,264,13
fit,102,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:48,50.856985095888376,0.5841467343270779,0.87963,57.200000000000045,28.198800000000002,94.0,56.0,170,13
fit,103,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:49,50.85690764710307,0.5841594748198986,0.88812,56.200000000000045,30.538800000000002,97.0,57.0,114,13
fit,104,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:50,50.85682491771877,0.584157882258296,0.8972100000000001,55.39999999999998,32.742000000000004,98.0,57.0,0,13
fit,105,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:51,50.85674285888672,0.5841474886983633,0.90601,54.60000000000002,31.665599999999998,99.0,57.0,0,13
fit,106,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:52,50.856661051511765,0.584127539768815,0.91473,53.799999999999955,31.41,99.0,0.0,0,13
fit,107,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:53,50.85658469237387,0.5840887315571308,0.9235599999999999,52.799999999999955,31.7988,99.0,0.0,0,13
fit,108,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:54,50.856514452025294,0.5840363446623087,0.93302,51.60000000000002,34.038000000000004,99.0,32.0,0,13
fit,109,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:55,50.856444546952844,0.583981778472662,0.943,51.60000000000002,35.9388,96.0,65.0,55,13
fit,110,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:56,50.85636969655752,0.5839186627417803,0.9527100000000001,51.0,34.9632,95.0,65.0,0,13
fit,111,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:57,50.856293169781566,0.5838467460125685,0.9623400000000001,50.200000000000045,34.65,94.0,65.0,0,12
fit,112,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:58,50.856223683804274,0.5837763380259275,0.97192,49.200000000000045,34.495200000000004,93.0,0.0,0,12
fit,113,_garminoriginalfilewithstagespowermeter,2020/02/01 08:38:59,50.856153862550855,0.5837034154683352,0.98134,48.200000000000045,33.8904,93.0,0.0,0,12
fit,114,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:00,50.85608521476388,0.5836309120059013,0.99075,47.200000000000045,33.8904,93.0,0.0,0,12
fit,115,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:01,50.85601715371013,0.5835471767932177,1.00051,46.39999999999998,35.1216,93.0,0.0,0,12
fit,116,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:02,50.85594808682799,0.5834553111344576,1.01058,45.39999999999998,36.2772,93.0,67.0,80,12
fit,117,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:03,50.85588153451681,0.5833643674850464,1.02025,45.0,34.8048,93.0,67.0,0,12
fit,118,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:04,50.85582076571882,0.5832736752927303,1.02958,44.0,33.595200000000006,93.0,67.0,0,12
fit,119,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:05,50.855764020234346,0.5831823125481606,1.03856,43.39999999999998,32.328,91.0,0.0,0,12
fit,120,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:06,50.855707693845034,0.5830943025648594,1.0474100000000002,42.200000000000045,31.863600000000005,89.0,0.0,0,12
fit,121,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:07,50.855656480416656,0.5830139201134443,1.0558299999999998,41.799999999999955,30.3012,87.0,0.0,0,12
fit,122,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:08,50.85560694336891,0.5829363875091076,1.06405,40.799999999999955,29.602800000000002,85.0,0.0,0,12
fit,123,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:09,50.85556335747242,0.5828497186303139,1.07225,39.60000000000002,29.491200000000003,84.0,0.0,0,12
fit,124,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:10,50.85552236996591,0.5827496387064457,1.08025,38.39999999999998,28.832400000000003,84.0,0.0,0,12
fit,125,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:11,50.855487417429686,0.582644110545516,1.08798,37.799999999999955,27.7956,84.0,0.0,0,12
fit,126,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:12,50.85546210408211,0.5825429409742355,1.09499,37.60000000000002,25.250400000000003,84.0,0.0,0,12
fit,127,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:13,50.855446346104145,0.5824525840580463,1.1008699999999998,37.39999999999998,21.168,84.0,0.0,0,12
fit,128,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:14,50.85544123314321,0.582376392558217,1.10602,37.0,18.529200000000003,82.0,0.0,0,12
fit,129,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:15,50.85544081404805,0.5823114328086376,1.1102400000000001,36.60000000000002,15.209999999999999,80.0,25.0,0,12
fit,130,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:16,50.85544911213219,0.5822649132460356,1.11422,36.0,14.31,80.0,25.0,0,12
fit,131,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:17,50.85545305162668,0.5822159629315138,1.11809,34.799999999999955,13.9464,79.0,0.0,0,12
fit,132,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:18,50.855445340275764,0.5821672640740871,1.12207,33.799999999999955,14.3352,79.0,0.0,0,12
fit,133,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:19,50.855422373861074,0.5821231752634048,1.12626,33.39999999999998,15.0624,79.0,0.0,0,12
fit,134,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:20,50.85538784042001,0.5820956826210022,1.13099,32.799999999999955,17.056800000000003,77.0,0.0,0,12
fit,135,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:21,50.855342326685786,0.5820841994136572,1.13655,32.39999999999998,20.016,76.0,0.0,0,12
fit,136,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:22,50.855288011953235,0.5820841155946255,1.14251,32.200000000000045,21.4344,75.0,54.0,21,12
fit,137,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:23,50.85523009300232,0.5821003764867783,1.1502000000000001,32.0,27.6948,74.0,54.0,0,12
fit,138,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:24,50.855168318375945,0.5821208283305168,1.1570799999999999,32.39999999999998,24.7644,74.0,54.0,0,12
fit,139,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:25,50.855100424960256,0.5821318086236715,1.16453,32.799999999999955,26.8272,74.0,0.0,0,12
fit,140,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:26,50.85503563284874,0.5821374244987965,1.17132,33.0,24.4512,74.0,0.0,0,12
fit,141,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:27,50.854980815202,0.5821421183645725,1.1774200000000001,32.0,21.9492,73.0,0.0,0,12
fit,142,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:28,50.85494167171419,0.5821461416780949,1.18256,30.600000000000023,18.5076,73.0,0.0,0,12
fit,143,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:29,50.854916190728545,0.5821464769542217,1.18673,30.200000000000045,15.004800000000001,72.0,0.0,0,12
fit,144,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:30,50.854907389730215,0.5821453873068094,1.1898,30.0,11.0376,71.0,0.0,0,12
fit,145,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:31,50.854909317567945,0.5821472313255072,1.1928599999999998,29.600000000000023,11.0376,71.0,0.0,0,12
fit,146,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:32,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,71.0,,0,12
fit,147,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:33,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,72.0,,0,12
fit,148,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:34,50.85490403696895,0.5821427050977945,1.1928599999999998,29.399999999999977,0.0,72.0,,0,12
fit,149,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:35,50.85490403696895,0.5821427050977945,1.1928599999999998,29.0,0.0,73.0,,0,12
fit,150,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:36,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,73.0,,0,12
fit,151,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:37,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,72.0,,0,12
fit,152,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:38,50.85490403696895,0.5821427050977945,1.1928599999999998,29.399999999999977,0.0,72.0,,0,12
fit,153,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:39,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,71.0,,0,12
fit,154,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:40,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,70.0,,0,12
fit,155,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:41,50.85490403696895,0.5821427050977945,1.1928599999999998,29.799999999999955,0.0,70.0,,0,12
fit,156,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:42,50.85490403696895,0.5821427050977945,1.1928599999999998,29.799999999999955,0.0,68.0,,0,12
fit,157,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:43,50.85490403696895,0.5821427050977945,1.1928599999999998,29.799999999999955,0.0,67.0,,0,12
fit,158,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:44,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,66.0,,0,12
fit,159,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:45,50.85490403696895,0.5821427050977945,1.1928599999999998,29.600000000000023,0.0,65.0,,0,12
fit,160,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:46,50.85490403696895,0.5821427050977945,1.1928599999999998,29.399999999999977,0.0,65.0,,0,12
fit,161,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:47,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,64.0,,0,12
fit,162,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:48,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,63.0,,0,12
fit,163,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:49,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,63.0,,0,12
fit,164,_garminoriginalfilewithstagespowermeter,2020/02/01 08:39:50,50.85490403696895,0.5821427050977945,1.1928599999999998,29.200000000000045,0.0,63.0,,0,12
